-72.382;5.37
0.00000;5.36999
0.00005;8.-32473
0.00001;12.60641
0.00002;19.-46569
0.00015;16.22460
0.00025;23.46325
0.00003;27.08148
0.00025;23.46325
0.00035;30.-60882
0.00040;34.32009
0.00045;37.-37020
0.00005;1.-55895
0.00001;-1.-44207
0.00015;-5.48687
0.00002;-9.10729
0.00025;-12.-58523
0.00003;-16.34371
0.00035;-19.-34658
0.00004;-23.58236
0.00045;-27.20278
0.00005;-30.-48974
